Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.137.67-192.168.137.65-22-55032-6,192.168.137.67,22,192.168.137.65,55032,6,17/10/2022 10:38:34 AM,6799,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.1609060155905,6799.0,0.0,6799.0,6799.0,6799.0,6799.0,0.0,6799.0,6799.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,294.1609060155905,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,502,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.1-192.168.137.173-53-50232-17,192.168.137.1,53,192.168.137.173,50232,17,17/10/2022 10:47:36 AM,10675,1,1,51.0,35.0,51.0,51.0,51.0,0.0,35.0,35.0,35.0,0.0,8056.206088992973,187.3536299765808,10675.0,0.0,10675.0,10675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,93.6768149882904,93.6768149882904,35.0,51.0,45.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,68.5,51.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.154-255.255.255.255-49155-6667-17,192.168.137.154,49155,255.255.255.255,6667,17,17/10/2022 12:01:03 PM,52941340,10,0,1720.0,0.0,172.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,32.48878853463097,0.188888305433901,5882371.111111111,108004.70045725376,5956788.0,5694321.0,52941340.0,5882371.111111111,108004.70045725376,5956788.0,5694321.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,0.188888305433901,0.0,172.0,172.0,172.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,189.2,172.0,0.0,0,0,0,0,0,0,1,191,0,0,0,0,9,8,0.0,0.0,0.0,0.0,5882371.111111111,108004.70045725376,5956788.0,5694321.0,BruteForce
51.145.143.28-192.168.137.253-443-57122-6,51.145.143.28,443,192.168.137.253,57122,6,17/10/2022 10:36:40 AM,27228,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.45379756133393,27228.0,0.0,27228.0,27228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,36.72689878066696,36.72689878066696,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1740,454,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.163-47.254.83.84-53453-7788-17,192.168.137.163,53453,47.254.83.84,7788,17,17/10/2022 10:43:16 AM,352257,1,2,64.0,32.0,64.0,64.0,64.0,0.0,16.0,16.0,16.0,0.0,272.5282961019937,8.516509253187303,176128.5,51565.76201802898,212591.0,139666.0,0.0,0.0,0.0,0.0,0.0,212591.0,212591.0,0.0,212591.0,212591.0,0,0,0,0,8,16,2.838836417729101,5.677672835458202,16.0,64.0,40.0,27.712812921102035,768.0,0,0,0,0,0,0,0,0,2.0,53.333333333333336,64.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.1-192.168.137.173-53-38001-17,192.168.137.1,53,192.168.137.173,38001,17,17/10/2022 10:32:47 AM,12378,1,1,51.0,35.0,51.0,51.0,51.0,0.0,35.0,35.0,35.0,0.0,6947.810631766037,161.57699143641946,12378.0,0.0,12378.0,12378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,80.78849571820973,80.78849571820973,35.0,51.0,45.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,68.5,51.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.203-54.153.101.7-14871-32100-17,192.168.137.203,14871,54.153.101.7,32100,17,17/10/2022 10:43:16 AM,41750970,5,5,196.0,68.0,48.0,4.0,39.2,19.677398201998148,20.0,12.0,13.6,3.5777087639996634,6.323206382989425,0.2395153932950539,4638996.666666667,12705435.10249773,38473233.0,177.0,41680123.0,10420030.75,18768719.75452404,38544064.0,177.0,41632821.0,10408205.25,18776187.542126674,38544080.0,25053.0,0,0,0,0,40,40,0.1197576966475269,0.1197576966475269,4.0,48.0,24.363636363636363,19.221200416585468,369.4545454545454,0,0,0,0,0,0,0,0,1.0,26.8,39.2,13.6,0,0,0,144,6,128,2,98,2,34,0,0,4,8,3206890.0,0.0,3206890.0,3206890.0,38473233.0,0.0,38473233.0,38473233.0,BruteForce
192.168.137.173-18.182.200.45-11265-32100-17,192.168.137.173,11265,18.182.200.45,32100,17,17/10/2022 10:28:57 AM,192774,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,124.49811696598088,10.374843080498408,192774.0,0.0,192774.0,192774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,5.187421540249204,5.187421540249204,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.1-192.168.137.163-53-53143-17,192.168.137.1,53,192.168.137.163,53143,17,17/10/2022 10:35:20 AM,12708,1,1,53.0,37.0,53.0,53.0,53.0,0.0,37.0,37.0,37.0,0.0,7082.152974504249,157.38117721120554,12708.0,0.0,12708.0,12708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,78.69058860560277,78.69058860560277,37.0,53.0,47.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,71.5,53.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.147-8.8.8.8-53-43254-17,192.168.137.147,53,8.8.8.8,43254,17,17/10/2022 10:47:36 AM,10000492,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999901604841042,10000492.0,0.0,10000492.0,10000492.0,10000492.0,10000492.0,0.0,10000492.0,10000492.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,0.1999901604841042,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,10000492.0,0.0,10000492.0,10000492.0,BruteForce
192.168.137.1-192.168.137.173-53-60619-17,192.168.137.1,53,192.168.137.173,60619,17,17/10/2022 10:50:53 AM,10611,1,1,51.0,35.0,51.0,51.0,51.0,0.0,35.0,35.0,35.0,0.0,8104.796908868155,188.48364904344547,10611.0,0.0,10611.0,10611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,94.24182452172272,94.24182452172272,35.0,51.0,45.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,68.5,51.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.23-54.205.158.199-43287-8802-17,192.168.137.23,43287,54.205.158.199,8802,17,17/10/2022 12:01:13 PM,42064365,3,3,159.0,168.0,53.0,53.0,53.0,0.0,56.0,56.0,56.0,0.0,7.773800935780202,0.1426385492803706,8412873.0,11469167.223581163,20993599.0,25889.0,42024659.0,21012329.5,10123.6477862478,21019488.0,21005171.0,42038476.0,21019238.0,27884.04880931032,21038955.0,20999521.0,0,0,0,0,24,24,0.0713192746401853,0.0713192746401853,53.0,56.0,54.285714285714285,1.6035674514745466,2.5714285714285725,0,0,0,0,0,0,0,0,1.0,63.333333333333336,53.0,56.0,0,0,0,0,0,0,1,79,1,84,0,0,2,8,35622.5,13765.24770935852,45356.0,25889.0,20976707.0,23888.89549560632,20993599.0,20959815.0,BruteForce
192.168.137.163-47.254.83.84-37962-9001-17,192.168.137.163,37962,47.254.83.84,9001,17,14/10/2022 01:32:03 PM,634285,2,2,32.0,32.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,100.90101452816953,6.3063134080105945,211428.3333333333,211590.9390341026,455609.0,82087.0,552198.0,552198.0,0.0,552198.0,552198.0,537696.0,537696.0,0.0,537696.0,537696.0,0,0,0,0,16,16,3.153156704005297,3.153156704005297,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,20.0,16.0,16.0,0,0,0,64,4,100,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.173-18.182.200.45-18310-32100-17,192.168.137.173,18310,18.182.200.45,32100,17,17/10/2022 10:22:46 AM,172075,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,139.47406654075257,11.622838878396047,172075.0,0.0,172075.0,172075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,5.811419439198024,5.811419439198024,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.173-18.182.200.45-21438-32100-17,192.168.137.173,21438,18.182.200.45,32100,17,17/10/2022 10:41:40 AM,190246,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,126.15245524216016,10.512704603513344,190246.0,0.0,190246.0,190246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,5.256352301756673,5.256352301756673,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.147-45.35.33.242-52580-10001-17,192.168.137.147,52580,45.35.33.242,10001,17,17/10/2022 10:49:03 AM,115273676,26,3,956.0,864.0,288.0,4.0,36.76923076923077,92.53077658479158,288.0,288.0,288.0,0.0,15.788513589173649,0.2515752165307889,4116917.0,1929712.3574491995,5052317.0,3.0,115273676.0,4610947.04,1363374.6276036128,5052317.0,3.0,80031999.0,40015999.5,45602.02342550163,40048245.0,39983754.0,0,0,0,0,208,24,0.2255501941310521,0.0260250223997367,4.0,288.0,70.26666666666665,122.17199107118968,14925.995402298851,0,0,0,0,0,0,0,0,0.0,72.6896551724138,36.76923076923077,288.0,0,0,0,0,0,0,1,41,0,37,0,0,25,8,8294640.0,5815671.523758198,15008818.0,4828484.0,5023258.823529412,14973.208904720806,5052317.0,5001888.0,BruteForce
192.168.137.1-192.168.137.173-53-50256-17,192.168.137.1,53,192.168.137.173,50256,17,17/10/2022 10:31:24 AM,14481,1,1,51.0,35.0,51.0,51.0,51.0,0.0,35.0,35.0,35.0,0.0,5938.816380084248,138.11200883916857,14481.0,0.0,14481.0,14481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,69.05600441958428,69.05600441958428,35.0,51.0,45.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,68.5,51.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.186-13.107.5.88-38786-443-6,192.168.137.186,38786,13.107.5.88,443,6,17/10/2022 12:01:01 PM,2146822,11,10,1082.0,6507.0,718.0,0.0,98.36363636363636,218.28755013846884,2920.0,0.0,650.7,1203.19362531556,3534.992654258248,9.781900874874584,107341.1,193795.024593648,690706.0,2.0,2146822.0,214682.2,290319.365062684,727818.0,2.0,2035848.0,226205.33333333337,299487.12523328944,735224.0,339.0,0,0,0,0,240,224,5.12385283922002,4.658048035654564,0.0,2920.0,344.9545454545454,851.5599957765314,725154.4264069262,0,3,0,6,20,0,0,0,0.0,361.3809523809524,98.36363636363636,650.7,0,0,0,7589,8,5127,0,0,0,0,65535,16380,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.174-192.168.137.1-59413-53-17,192.168.137.174,59413,192.168.137.1,53,17,14/10/2022 01:32:02 PM,31902,1,1,46.0,238.0,46.0,46.0,46.0,0.0,238.0,238.0,238.0,0.0,8902.263180991788,62.69199423233653,31902.0,0.0,31902.0,31902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,31.345997116168267,31.345997116168267,46.0,238.0,110.0,110.85125168440814,12288.0,0,0,0,0,0,0,0,0,1.0,165.0,46.0,238.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.65-192.168.137.140-59362-554-6,192.168.137.65,59362,192.168.137.140,554,6,17/10/2022 11:56:18 AM,10169546,4,3,72.0,0.0,72.0,0.0,18.0,36.0,0.0,0.0,0.0,0.0,7.079962075003151,0.6883296461808619,1694924.3333333333,4091232.7250468,10045955.0,156.0,10109130.0,3369710.0,5786764.592906471,10051640.0,6316.0,10163074.0,5081537.0,7106188.391473449,10106371.0,56703.0,0,0,0,0,136,104,0.393331226389064,0.294998419791798,0.0,72.0,9.0,25.45584412271571,648.0,1,2,0,1,6,0,0,0,0.0,10.285714285714286,18.0,0.0,0,0,0,0,0,0,4,72,3,0,64240,7240,1,32,63175.0,0.0,63175.0,63175.0,10045955.0,0.0,10045955.0,10045955.0,BruteForce
192.168.137.173-3.221.182.58-13648-32100-17,192.168.137.173,13648,3.221.182.58,32100,17,17/10/2022 10:42:10 AM,84790,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,283.0522467272084,23.587687227267367,84790.0,0.0,84790.0,84790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,11.793843613633683,11.793843613633683,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.253-192.33.214.57-46431-123-17,192.168.137.253,46431,192.33.214.57,123,17,17/10/2022 10:49:13 AM,108675,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,883.367839889579,18.40349666436623,108675.0,0.0,108675.0,108675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,9.201748332183117,9.201748332183117,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.150-192.168.137.1-51687-53-17,192.168.137.150,51687,192.168.137.1,53,17,17/10/2022 10:50:02 AM,47521,1,1,58.0,184.0,58.0,58.0,58.0,0.0,184.0,184.0,184.0,0.0,5092.485427495212,42.086656425580266,47521.0,0.0,47521.0,47521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,21.043328212790133,21.043328212790133,58.0,184.0,100.0,72.74613391789285,5292.0,0,0,0,0,0,0,0,0,1.0,150.0,58.0,184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.150-192.168.137.1-54129-53-17,192.168.137.150,54129,192.168.137.1,53,17,17/10/2022 10:37:20 AM,31048,1,1,58.0,114.0,58.0,58.0,58.0,0.0,114.0,114.0,114.0,0.0,5539.809327492914,64.41638752898737,31048.0,0.0,31048.0,31048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,32.208193764493686,32.208193764493686,58.0,114.0,76.66666666666667,32.331615074619044,1045.3333333333337,0,0,0,0,0,0,0,0,1.0,115.0,58.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.206-192.168.137.1-47366-7-6,192.168.137.206,47366,192.168.137.1,7,6,17/10/2022 10:36:33 AM,997962,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0040843238520103,997962.0,0.0,997962.0,997962.0,997962.0,997962.0,0.0,997962.0,997962.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,2.0040843238520103,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
